SITE,DATE,HORA,PM10
Bolivia,1/11/2013,20,0
Bolivia,1/11/2013,21,0
Bolivia,1/11/2013,22,0
Bolivia,1/11/2013,23,0
Bolivia,1/11/2013,24,0
Bolivia,2/11/2013,1,0
Bolivia,2/11/2013,2,0
Bolivia,2/11/2013,3,0
Bolivia,2/11/2013,4,0
Bolivia,2/11/2013,5,0
Bolivia,2/11/2013,6,0
Bolivia,2/11/2013,7,0
Bolivia,2/11/2013,8,0
Bolivia,2/11/2013,9,0
Bolivia,2/11/2013,10,0
Bolivia,2/11/2013,11,0
Bolivia,2/11/2013,12,0
Bolivia,2/11/2013,13,0
Bolivia,2/11/2013,14,58
Bolivia,2/11/2013,15,61
Bolivia,2/11/2013,16,62
Bolivia,2/11/2013,17,56
Bolivia,2/11/2013,18,44
Bolivia,2/11/2013,19,35
Bolivia,2/11/2013,20,35
Bolivia,2/11/2013,21,34
Bolivia,2/11/2013,22,35
Bolivia,2/11/2013,23,34
Bolivia,2/11/2013,24,33
Bolivia,3/11/2013,1,33
Bolivia,3/11/2013,2,35
Bolivia,3/11/2013,3,35
Bolivia,3/11/2013,4,35
Bolivia,3/11/2013,5,35
Bolivia,3/11/2013,6,36
Bolivia,3/11/2013,7,35
Bolivia,3/11/2013,8,35
Bolivia,3/11/2013,9,35
Bolivia,3/11/2013,10,36
Bolivia,3/11/2013,11,35
Bolivia,3/11/2013,12,35
Bolivia,3/11/2013,13,46
Bolivia,3/11/2013,14,52
Bolivia,3/11/2013,15,55
Bolivia,3/11/2013,16,52
Bolivia,3/11/2013,17,50
Bolivia,3/11/2013,18,33
Bolivia,3/11/2013,19,45
Bolivia,3/11/2013,20,35
Bolivia,3/11/2013,21,32
Bolivia,3/11/2013,22,31
Bolivia,3/11/2013,23,30
Bolivia,3/11/2013,24,29
Bolivia,4/11/2013,1,28
Bolivia,4/11/2013,2,27
Bolivia,4/11/2013,3,26
Bolivia,4/11/2013,4,26
Bolivia,4/11/2013,5,26
Bolivia,4/11/2013,6,26
Bolivia,4/11/2013,7,26
Bolivia,4/11/2013,8,27
Bolivia,4/11/2013,9,26
Bolivia,4/11/2013,10,26
Bolivia,4/11/2013,11,27
Bolivia,4/11/2013,12,33
Bolivia,4/11/2013,13,36
Bolivia,4/11/2013,14,44
Bolivia,4/11/2013,15,60
Bolivia,4/11/2013,16,75
Bolivia,4/11/2013,17,28
Bolivia,4/11/2013,18,0
Bolivia,4/11/2013,19,0
Bolivia,4/11/2013,20,0
Bolivia,4/11/2013,21,0
Bolivia,4/11/2013,22,0
Bolivia,4/11/2013,23,0
Bolivia,4/11/2013,24,0
Bolivia,5/11/2013,1,0
Bolivia,5/11/2013,2,0
Bolivia,5/11/2013,3,0
Bolivia,5/11/2013,4,0
Bolivia,5/11/2013,5,0
Bolivia,5/11/2013,6,0
Bolivia,5/11/2013,7,0
Bolivia,5/11/2013,8,0
Bolivia,5/11/2013,9,0
Bolivia,5/11/2013,10,0
Bolivia,5/11/2013,11,0
Bolivia,5/11/2013,12,0
Bolivia,5/11/2013,13,0
Bolivia,5/11/2013,14,0
Bolivia,5/11/2013,15,0
Bolivia,5/11/2013,16,0
Bolivia,5/11/2013,17,0
Bolivia,5/11/2013,18,0
Bolivia,5/11/2013,19,0
Bolivia,5/11/2013,20,40
Bolivia,5/11/2013,21,40
Bolivia,5/11/2013,22,40
Bolivia,5/11/2013,23,40
Bolivia,5/11/2013,24,40
Bolivia,6/11/2013,1,39
Bolivia,6/11/2013,2,39
Bolivia,6/11/2013,3,38
Bolivia,6/11/2013,4,38
Bolivia,6/11/2013,5,38
Bolivia,6/11/2013,6,0
Bolivia,6/11/2013,7,41
Bolivia,6/11/2013,8,43
Bolivia,6/11/2013,9,44
Bolivia,6/11/2013,10,46
Bolivia,6/11/2013,11,46
Bolivia,6/11/2013,12,45
Bolivia,6/11/2013,13,44
Bolivia,6/11/2013,14,43
Bolivia,6/11/2013,15,43
Bolivia,6/11/2013,16,43
Bolivia,6/11/2013,17,42
Bolivia,6/11/2013,18,41
Bolivia,6/11/2013,19,42
Bolivia,6/11/2013,20,42
Bolivia,6/11/2013,21,42
Bolivia,6/11/2013,22,42
Bolivia,6/11/2013,23,42
Bolivia,6/11/2013,24,42
Bolivia,7/11/2013,1,42
Bolivia,7/11/2013,2,42
Bolivia,7/11/2013,3,42
Bolivia,7/11/2013,4,42
Bolivia,7/11/2013,5,43
Bolivia,7/11/2013,6,44
Bolivia,7/11/2013,7,45
Bolivia,7/11/2013,8,45
Bolivia,7/11/2013,9,44
Bolivia,7/11/2013,10,45
Bolivia,7/11/2013,11,45
CADE,7/11/2013,12,45
CADE,7/11/2013,13,53
CADE,7/11/2013,14,46
CADE,7/11/2013,15,60
CADE,7/11/2013,16,50
CADE,7/11/2013,17,51
CADE,7/11/2013,18,0
CADE,7/11/2013,19,47
CADE,7/11/2013,20,45
CADE,7/11/2013,21,46
CADE,7/11/2013,22,46
CADE,7/11/2013,23,47
CADE,7/11/2013,24,47
CADE,8/11/2013,1,48
CADE,8/11/2013,2,48
CADE,8/11/2013,3,48
CADE,8/11/2013,4,48
CADE,8/11/2013,5,48
CADE,8/11/2013,6,45
CADE,8/11/2013,7,43
CADE,8/11/2013,8,41
CADE,8/11/2013,9,40
CADE,8/11/2013,10,39
CADE,8/11/2013,11,38
CADE,8/11/2013,12,38
CADE,8/11/2013,13,38
CADE,8/11/2013,14,66
CADE,8/11/2013,15,74
CADE,8/11/2013,16,51
CADE,8/11/2013,17,41
CADE,8/11/2013,18,41
CADE,8/11/2013,19,41
CADE,8/11/2013,20,41
CADE,8/11/2013,21,42
CADE,8/11/2013,22,42
CADE,8/11/2013,23,42
CADE,8/11/2013,24,43
CADE,9/11/2013,1,43
CADE,9/11/2013,2,43
CADE,9/11/2013,3,43
CADE,9/11/2013,4,44
CADE,9/11/2013,5,44
CADE,9/11/2013,6,45
CADE,9/11/2013,7,46
CADE,9/11/2013,8,48
CADE,9/11/2013,9,0
CADE,9/11/2013,10,0
CADE,9/11/2013,11,0
CADE,9/11/2013,12,0
CADE,9/11/2013,13,50
CADE,9/11/2013,14,50
CADE,9/11/2013,15,49
CADE,9/11/2013,16,50
CADE,9/11/2013,17,53
CADE,9/11/2013,18,50
CADE,9/11/2013,19,49
CADE,9/11/2013,20,49
CADE,9/11/2013,21,49
CADE,9/11/2013,22,0
CADE,9/11/2013,23,50
CADE,9/11/2013,24,50
CADE,10/11/2013,1,50
CADE,10/11/2013,2,50
CADE,10/11/2013,3,50
CADE,10/11/2013,4,50
CADE,10/11/2013,5,49
CADE,10/11/2013,6,47
CADE,10/11/2013,7,46
CADE,10/11/2013,8,45
CADE,10/11/2013,9,44
CADE,10/11/2013,10,44
CADE,10/11/2013,11,43
CADE,10/11/2013,12,43
CADE,10/11/2013,13,42
CADE,10/11/2013,14,42
CADE,10/11/2013,15,42
CADE,10/11/2013,16,42
CADE,10/11/2013,17,42
CADE,10/11/2013,18,42
CADE,10/11/2013,19,41
CADE,10/11/2013,20,40
CADE,10/11/2013,21,39
CADE,10/11/2013,22,38
CADE,10/11/2013,23,37
CADE,10/11/2013,24,35
CADE,11/11/2013,1,34
CADE,11/11/2013,2,33
CADE,11/11/2013,3,33
CADE,11/11/2013,4,33
CADE,11/11/2013,5,32
CADE,11/11/2013,6,0
CADE,11/11/2013,7,32
CADE,11/11/2013,8,32
CADE,11/11/2013,9,31
CADE,11/11/2013,10,32
CADE,11/11/2013,11,32
CADE,11/11/2013,12,32
CADE,11/11/2013,13,32
CADE,11/11/2013,14,37
CADE,11/11/2013,15,38
CADE,11/11/2013,16,32
CADE,11/11/2013,17,31
CADE,11/11/2013,18,31
CADE,11/11/2013,19,30
CADE,11/11/2013,20,30
CADE,11/11/2013,21,28
CADE,11/11/2013,22,28
CADE,11/11/2013,23,28
CADE,11/11/2013,24,29
CADE,12/11/2013,1,29
CADE,12/11/2013,2,28
CADE,12/11/2013,3,29
CADE,12/11/2013,4,29
CADE,12/11/2013,5,28
CADE,12/11/2013,6,29
CADE,12/11/2013,7,29
CADE,12/11/2013,8,29
CADE,12/11/2013,9,30
CADE,12/11/2013,10,30
CADE,12/11/2013,11,30
CADE,12/11/2013,12,30
CADE,12/11/2013,13,36
CADE,12/11/2013,14,45
CADE,12/11/2013,15,48
CADE,12/11/2013,16,55
CADE,12/11/2013,17,55
CADE,12/11/2013,18,53
CADE,12/11/2013,19,47
CADE,12/11/2013,20,35
CADE,12/11/2013,21,33
CADE,12/11/2013,22,35
CADE,12/11/2013,23,35
CADE,12/11/2013,24,35
CADE,13/11/2013,1,36
CADE,13/11/2013,2,36
CADE,13/11/2013,3,35
CADE,13/11/2013,4,35
CADE,13/11/2013,5,36
CADE,13/11/2013,6,37
CADE,13/11/2013,7,38
CADE,13/11/2013,8,39
CADE,13/11/2013,9,40
CADE,13/11/2013,10,41
CADE,13/11/2013,11,42
CADE,13/11/2013,12,43
CADE,13/11/2013,13,43
CADE,13/11/2013,14,47
CADE,13/11/2013,15,56
CADE,13/11/2013,16,58
CADE,13/11/2013,17,50
CADE,13/11/2013,18,47
CADE,13/11/2013,19,42
CADE,13/11/2013,20,43
CADE,13/11/2013,21,46
CADE,13/11/2013,22,45
CADE,13/11/2013,23,45
CADE,13/11/2013,24,46
CADE,14/11/2013,1,46
CADE,14/11/2013,2,47
CADE,14/11/2013,3,48
CADE,14/11/2013,4,50
CADE,14/11/2013,5,49
CADE,14/11/2013,6,48
CADE,14/11/2013,7,48
CADE,14/11/2013,8,47
CADE,14/11/2013,9,46
CADE,14/11/2013,10,45
CADE,14/11/2013,11,45
CADE,14/11/2013,12,46
CADE,14/11/2013,13,46
CADE,14/11/2013,14,46
CADE,14/11/2013,15,54
CADE,14/11/2013,16,64
CADE,14/11/2013,17,62
CADE,14/11/2013,18,56
CADE,14/11/2013,19,50
CADE,14/11/2013,20,50
CADE,14/11/2013,21,48
CADE,14/11/2013,22,48
CADE,14/11/2013,23,48
CADE,14/11/2013,24,47
CADE,15/11/2013,1,47
CADE,15/11/2013,2,46
CADE,15/11/2013,3,46
CADE,15/11/2013,4,45
CADE,15/11/2013,5,44
CADE,15/11/2013,6,43
CADE,15/11/2013,7,43
CADE,15/11/2013,8,42
CADE,15/11/2013,9,41
CADE,15/11/2013,10,40
CADE,15/11/2013,11,40
CADE,15/11/2013,12,39
CADE,15/11/2013,13,39
CADE,15/11/2013,14,56
CADE,15/11/2013,15,75
CADE,15/11/2013,16,82
CADE,15/11/2013,17,103
CADE,15/11/2013,18,78
CADE,15/11/2013,19,53
CADE,15/11/2013,20,0
CADE,15/11/2013,21,42
CADE,15/11/2013,22,36
CADE,15/11/2013,23,0
CADE,15/11/2013,24,36
CADE,16/11/2013,1,35
CADE,16/11/2013,2,35
CADE,16/11/2013,3,34
CADE,16/11/2013,4,34
Carvajal,16/11/2013,5,35
Carvajal,16/11/2013,6,36
Carvajal,16/11/2013,7,37
Carvajal,16/11/2013,8,39
Carvajal,16/11/2013,9,40
Carvajal,16/11/2013,10,42
Carvajal,16/11/2013,11,43
Carvajal,16/11/2013,12,44
Carvajal,16/11/2013,13,67
Carvajal,16/11/2013,14,71
Carvajal,16/11/2013,15,60
Carvajal,16/11/2013,16,62
Carvajal,16/11/2013,17,58
Carvajal,16/11/2013,18,46
Carvajal,16/11/2013,19,46
Carvajal,16/11/2013,20,47
Carvajal,16/11/2013,21,47
Carvajal,16/11/2013,22,46
Carvajal,16/11/2013,23,46
Carvajal,16/11/2013,24,45
Carvajal,17/11/2013,1,46
Carvajal,17/11/2013,2,45
Carvajal,17/11/2013,3,46
Carvajal,17/11/2013,4,46
Carvajal,17/11/2013,5,47
Carvajal,17/11/2013,6,47
Carvajal,17/11/2013,7,46
Carvajal,17/11/2013,8,46
Carvajal,17/11/2013,9,45
Carvajal,17/11/2013,10,44
Carvajal,17/11/2013,11,44
Carvajal,17/11/2013,12,43
Carvajal,17/11/2013,13,43
Carvajal,17/11/2013,14,52
Carvajal,17/11/2013,15,56
Carvajal,17/11/2013,16,58
Carvajal,17/11/2013,17,74
Carvajal,17/11/2013,18,71
Carvajal,17/11/2013,19,63
Carvajal,17/11/2013,20,51
Carvajal,17/11/2013,21,42
Carvajal,17/11/2013,22,42
Carvajal,17/11/2013,23,42
Carvajal,17/11/2013,24,41
Carvajal,18/11/2013,1,40
Carvajal,18/11/2013,2,40
Carvajal,18/11/2013,3,39
Carvajal,18/11/2013,4,38
Carvajal,18/11/2013,5,37
Carvajal,18/11/2013,6,38
Carvajal,18/11/2013,7,39
Carvajal,18/11/2013,8,39
Carvajal,18/11/2013,9,40
Carvajal,18/11/2013,10,40
Carvajal,18/11/2013,11,40
Carvajal,18/11/2013,12,39
Carvajal,18/11/2013,13,47
Carvajal,18/11/2013,14,70
Carvajal,18/11/2013,15,83
Carvajal,18/11/2013,16,59
Carvajal,18/11/2013,17,52
Carvajal,18/11/2013,18,40
Carvajal,18/11/2013,19,41
Carvajal,18/11/2013,20,43
Carvajal,18/11/2013,21,44
Carvajal,18/11/2013,22,44
Carvajal,18/11/2013,23,44
Carvajal,18/11/2013,24,44
Carvajal,19/11/2013,1,45
Carvajal,19/11/2013,2,45
Carvajal,19/11/2013,3,45
Carvajal,19/11/2013,4,45
Carvajal,19/11/2013,5,45
Carvajal,19/11/2013,6,47
Carvajal,19/11/2013,7,48
Carvajal,19/11/2013,8,50
Carvajal,19/11/2013,9,50
Carvajal,19/11/2013,10,51
Carvajal,19/11/2013,11,0
Carvajal,19/11/2013,12,53
Carvajal,19/11/2013,13,53
Carvajal,19/11/2013,14,53
Carvajal,19/11/2013,15,53
Carvajal,19/11/2013,16,53
Carvajal,19/11/2013,17,53
Carvajal,19/11/2013,18,53
Carvajal,19/11/2013,19,52
Carvajal,19/11/2013,20,51
Carvajal,19/11/2013,21,51
Carvajal,19/11/2013,22,51
Carvajal,19/11/2013,23,51
Carvajal,19/11/2013,24,51
Carvajal,20/11/2013,1,50
Carvajal,20/11/2013,2,50
Carvajal,20/11/2013,3,49
Carvajal,20/11/2013,4,48
Carvajal,20/11/2013,5,48
Carvajal,20/11/2013,6,46
Carvajal,20/11/2013,7,45
Carvajal,20/11/2013,8,44
Carvajal,20/11/2013,9,43
Carvajal,20/11/2013,10,40
Carvajal,20/11/2013,11,39
Carvajal,20/11/2013,12,39
Carvajal,20/11/2013,13,39
Carvajal,20/11/2013,14,42
Carvajal,20/11/2013,15,39
Carvajal,20/11/2013,16,38
Carvajal,20/11/2013,17,38
Carvajal,20/11/2013,18,39
Carvajal,20/11/2013,19,37
Carvajal,20/11/2013,20,37
Carvajal,20/11/2013,21,36
Carvajal,20/11/2013,22,36
Carvajal,20/11/2013,23,37
Carvajal,20/11/2013,24,38
Carvajal,21/11/2013,1,39
Carvajal,21/11/2013,2,40
Carvajal,21/11/2013,3,41
Carvajal,21/11/2013,4,42
Carvajal,21/11/2013,5,43
Carvajal,21/11/2013,6,44
Carvajal,21/11/2013,7,44
Carvajal,21/11/2013,8,44
Carvajal,21/11/2013,9,44
Carvajal,21/11/2013,10,44
Carvajal,21/11/2013,11,44
Carvajal,21/11/2013,12,43
Carvajal,21/11/2013,13,43
Carvajal,21/11/2013,14,43
Carvajal,21/11/2013,15,45
Carvajal,21/11/2013,16,43
Carvajal,21/11/2013,17,43
Carvajal,21/11/2013,18,43
Carvajal,21/11/2013,19,42
Carvajal,21/11/2013,20,43
Carvajal,21/11/2013,21,43
Carvajal,21/11/2013,22,43
Carvajal,21/11/2013,23,44
Carvajal,21/11/2013,24,45
Carvajal,22/11/2013,1,45
Carvajal,22/11/2013,2,47
Carvajal,22/11/2013,3,48
Carvajal,22/11/2013,4,48
Carvajal,22/11/2013,5,47
Carvajal,22/11/2013,6,47
Carvajal,22/11/2013,7,46
Carvajal,22/11/2013,8,46
Carvajal,22/11/2013,9,46
Carvajal,22/11/2013,10,47
Carvajal,22/11/2013,11,46
Carvajal,22/11/2013,12,47
Carvajal,22/11/2013,13,47
Carvajal,22/11/2013,14,47
Carvajal,22/11/2013,15,47
Carvajal,22/11/2013,16,46
Carvajal,22/11/2013,17,46
Carvajal,22/11/2013,18,46
Carvajal,22/11/2013,19,45
Carvajal,22/11/2013,20,45
Carvajal,22/11/2013,21,44
Carvajal,22/11/2013,22,44
Carvajal,22/11/2013,23,44
Carvajal,22/11/2013,24,43
Carvajal,23/11/2013,1,43
Carvajal,23/11/2013,2,42
Carvajal,23/11/2013,3,42
Carvajal,23/11/2013,4,42
Carvajal,23/11/2013,5,0
Carvajal,23/11/2013,6,43
Carvajal,23/11/2013,7,44
Carvajal,23/11/2013,8,43
Carvajal,23/11/2013,9,44
Carvajal,23/11/2013,10,43
Carvajal,23/11/2013,11,44
Carvajal,23/11/2013,12,44
Carvajal,23/11/2013,13,46
Carvajal,23/11/2013,14,49
Carvajal,23/11/2013,15,58
Carvajal,23/11/2013,16,52
Carvajal,23/11/2013,17,48
Carvajal,23/11/2013,18,48
Carvajal,23/11/2013,19,47
Carvajal,23/11/2013,20,47
Carvajal,23/11/2013,21,47
Carvajal,23/11/2013,22,48
Carvajal,23/11/2013,23,47
Carvajal,23/11/2013,24,47
Carvajal,24/11/2013,1,49
Carvajal,24/11/2013,2,48
Carvajal,24/11/2013,3,47
Carvajal,24/11/2013,4,46
Carvajal,24/11/2013,5,45
Carvajal,24/11/2013,6,43
Carvajal,24/11/2013,7,42
Carvajal,24/11/2013,8,42
Carvajal,24/11/2013,9,42
Carvajal,24/11/2013,10,42
Carvajal,24/11/2013,11,42
Carvajal,24/11/2013,12,41
Carvajal,24/11/2013,13,45
Carvajal,24/11/2013,14,44
Carvajal,24/11/2013,15,40
Carvajal,24/11/2013,16,39
Carvajal,24/11/2013,17,39
Carvajal,24/11/2013,18,38
Carvajal,24/11/2013,19,38
Carvajal,24/11/2013,20,38
Carvajal,24/11/2013,21,39
Carvajal,24/11/2013,22,39
Carvajal,24/11/2013,23,41
Carvajal,24/11/2013,24,0
Carvajal,25/11/2013,1,0
Carvajal,25/11/2013,2,44
Carvajal,25/11/2013,3,46
Carvajal,25/11/2013,4,47
Carvajal,25/11/2013,5,48
Carvajal,25/11/2013,6,49
Carvajal,25/11/2013,7,50
Carvajal,25/11/2013,8,50
Carvajal,25/11/2013,9,50
Carvajal,25/11/2013,10,51
Carvajal,25/11/2013,11,51
Carvajal,25/11/2013,12,52
Carvajal,25/11/2013,13,52
Carvajal,25/11/2013,14,52
Carvajal,25/11/2013,15,52
Carvajal,25/11/2013,16,52
Carvajal,25/11/2013,17,52
Carvajal,25/11/2013,18,53
Carvajal,25/11/2013,19,53
Carvajal,25/11/2013,20,53
Carvajal,25/11/2013,21,53
Carvajal,25/11/2013,22,53
Carvajal,25/11/2013,23,53
Carvajal,25/11/2013,24,52
Carvajal,26/11/2013,1,52
Carvajal,26/11/2013,2,52
Carvajal,26/11/2013,3,51
Carvajal,26/11/2013,4,50
Carvajal,26/11/2013,5,49
Carvajal,26/11/2013,6,48
Carvajal,26/11/2013,7,47
Carvajal,26/11/2013,8,47
Carvajal,26/11/2013,9,46
Carvajal,26/11/2013,10,45
Carvajal,26/11/2013,11,44
Carvajal,26/11/2013,12,42
Carvajal,26/11/2013,13,42
Carvajal,26/11/2013,14,45
Carvajal,26/11/2013,15,56
Carvajal,26/11/2013,16,71
Carvajal,26/11/2013,17,81
Carvajal,26/11/2013,18,43
Carvajal,26/11/2013,19,106
Carvajal,26/11/2013,20,76
Carvajal,26/11/2013,21,54
Carvajal,26/11/2013,22,41
Carvajal,26/11/2013,23,0
Carvajal,26/11/2013,24,41
Carvajal,27/11/2013,1,41
Carvajal,27/11/2013,2,41
Carvajal,27/11/2013,3,41
Carvajal,27/11/2013,4,42
Carvajal,27/11/2013,5,44
Carvajal,27/11/2013,6,45
Carvajal,27/11/2013,7,47
Carvajal,27/11/2013,8,47
Carvajal,27/11/2013,9,49
Carvajal,27/11/2013,10,50
Carvajal,27/11/2013,11,52
Carvajal,27/11/2013,12,52
Carvajal,27/11/2013,13,56
Carvajal,27/11/2013,14,65
Carvajal,27/11/2013,15,90
Carvajal,27/11/2013,16,93
Carvajal,27/11/2013,17,54
Carvajal,27/11/2013,18,54
Carvajal,27/11/2013,19,53
Carvajal,27/11/2013,20,53
Carvajal,27/11/2013,21,53
Carvajal,27/11/2013,22,53
Carvajal,27/11/2013,23,53
Carvajal,27/11/2013,24,52
Carvajal,28/11/2013,1,51
Carvajal,28/11/2013,2,50
Carvajal,28/11/2013,3,49
Carvajal,28/11/2013,4,47
Carvajal,28/11/2013,5,45
Carvajal,28/11/2013,6,44
Carvajal,28/11/2013,7,42
Carvajal,28/11/2013,8,41
Carvajal,28/11/2013,9,38
Carvajal,28/11/2013,10,36
Carvajal,28/11/2013,11,34
Carvajal,28/11/2013,12,32
Carvajal,28/11/2013,13,32
Carvajal,28/11/2013,14,45
Carvajal,28/11/2013,15,40
Carvajal,28/11/2013,16,43
Carvajal,28/11/2013,17,29
Carvajal,28/11/2013,18,0
Carvajal,28/11/2013,19,0
Carvajal,28/11/2013,20,0
Carvajal,28/11/2013,21,0
Carvajal,28/11/2013,22,0
Carvajal,28/11/2013,23,0
Carvajal,28/11/2013,24,0
Carvajal,29/11/2013,1,0
Carvajal,29/11/2013,2,0
Carvajal,29/11/2013,3,0
Carvajal,29/11/2013,4,0
Carvajal,29/11/2013,5,0
Carvajal,29/11/2013,6,0
Carvajal,29/11/2013,7,0
Carvajal,29/11/2013,8,0
Carvajal,29/11/2013,9,0
Carvajal,29/11/2013,10,0
Carvajal,29/11/2013,11,32
Carvajal,29/11/2013,12,32
Carvajal,29/11/2013,13,32
Carvajal,29/11/2013,14,33
Carvajal,29/11/2013,15,33
Carvajal,29/11/2013,16,33
Carvajal,29/11/2013,17,31
Carvajal,29/11/2013,18,32
Carvajal,29/11/2013,19,30
Carvajal,29/11/2013,20,29
Carvajal,29/11/2013,21,29
Carvajal,29/11/2013,22,29
Carvajal,29/11/2013,23,29
Carvajal,29/11/2013,24,29
Carvajal,30/11/2013,1,29
Carvajal,30/11/2013,2,28
Carvajal,30/11/2013,3,28
Carvajal,30/11/2013,4,28
Carvajal,30/11/2013,5,28
Carvajal,30/11/2013,6,27
Carvajal,30/11/2013,7,27
Carvajal,30/11/2013,8,27
Carvajal,30/11/2013,9,27
Carvajal,30/11/2013,10,25
Carvajal,30/11/2013,11,0
Carvajal,30/11/2013,12,24
Carvajal,30/11/2013,13,32
Carvajal,30/11/2013,14,39
Carvajal,30/11/2013,15,49
Carvajal,30/11/2013,16,25
Carvajal,30/11/2013,17,32
Carvajal,30/11/2013,18,29
Carvajal,30/11/2013,19,25
Carvajal,30/11/2013,20,25
Carvajal,30/11/2013,21,26
Carvajal,30/11/2013,22,27
Carvajal,30/11/2013,23,27
Carvajal,30/11/2013,24,28
Carvajal,1/12/2013,1,29
Carvajal,1/12/2013,2,29
Carvajal,1/12/2013,3,30
Carvajal,1/12/2013,4,31
Carvajal,1/12/2013,5,32
Carvajal,1/12/2013,6,32
Carvajal,1/12/2013,7,32
Carvajal,1/12/2013,8,32
Carvajal,1/12/2013,9,32
Carvajal,1/12/2013,10,34
Carvajal,1/12/2013,11,35
Carvajal,1/12/2013,12,36
Carvajal,1/12/2013,13,37
Carvajal,1/12/2013,14,38
Carvajal,1/12/2013,15,38
Carvajal,1/12/2013,16,46
Carvajal,1/12/2013,17,51
Carvajal,1/12/2013,18,52
Carvajal,1/12/2013,19,50
Carvajal,1/12/2013,20,41
Carvajal,1/12/2013,21,41
Carvajal,1/12/2013,22,41
Carvajal,1/12/2013,23,41
Carvajal,1/12/2013,24,41
Carvajal,2/12/2013,1,41
Carvajal,2/12/2013,2,41
Carvajal,2/12/2013,3,41
Carvajal,2/12/2013,4,41
Carvajal,2/12/2013,5,40
Carvajal,2/12/2013,6,39
Carvajal,2/12/2013,7,38
Carvajal,2/12/2013,8,38
Carvajal,2/12/2013,9,38
Carvajal,2/12/2013,10,37
Carvajal,2/12/2013,11,36
Carvajal,2/12/2013,12,36
Carvajal,2/12/2013,13,35
Carvajal,2/12/2013,14,35
Carvajal,2/12/2013,15,36
Carvajal,2/12/2013,16,36
Carvajal,2/12/2013,17,36
Carvajal,2/12/2013,18,35
Carvajal,2/12/2013,19,36
Carvajal,2/12/2013,20,36
Carvajal,2/12/2013,21,36
Carvajal,2/12/2013,22,35
Carvajal,2/12/2013,23,35
Carvajal,2/12/2013,24,35
Carvajal,3/12/2013,1,35
Carvajal,3/12/2013,2,35
Carvajal,3/12/2013,3,35
Carvajal,3/12/2013,4,35
Carvajal,3/12/2013,5,36
Carvajal,3/12/2013,6,36
Carvajal,3/12/2013,7,37
Carvajal,3/12/2013,8,37
Carvajal,3/12/2013,9,37
Carvajal,3/12/2013,10,37
Carvajal,3/12/2013,11,37
Carvajal,3/12/2013,12,37
Carvajal,3/12/2013,13,37
Carvajal,3/12/2013,14,37
Carvajal,3/12/2013,15,39
Carvajal,3/12/2013,16,56
Carvajal,3/12/2013,17,41
Carvajal,3/12/2013,18,41
Carvajal,3/12/2013,19,40
Carvajal,3/12/2013,20,39
Carvajal,3/12/2013,21,39
Carvajal,3/12/2013,22,38
Carvajal,3/12/2013,23,38
Carvajal,3/12/2013,24,36
Carvajal,4/12/2013,1,36
Carvajal,4/12/2013,2,35
Carvajal,4/12/2013,3,34
Carvajal,4/12/2013,4,32
Carvajal,4/12/2013,5,31
Carvajal,4/12/2013,6,30
Carvajal,4/12/2013,7,30
Carvajal,4/12/2013,8,29
Carvajal,4/12/2013,9,28
Carvajal,4/12/2013,10,28
Carvajal,4/12/2013,11,27
Carvajal,4/12/2013,12,27
Carvajal,4/12/2013,13,27
Carvajal,4/12/2013,14,27
Carvajal,4/12/2013,15,26
Carvajal,4/12/2013,16,26
Carvajal,4/12/2013,17,34
Carvajal,4/12/2013,18,36
Carvajal,4/12/2013,19,29
Carvajal,4/12/2013,20,30
Carvajal,4/12/2013,21,32
Carvajal,4/12/2013,22,34
Carvajal,4/12/2013,23,35
Carvajal,4/12/2013,24,39
Carvajal,5/12/2013,1,42
Carvajal,5/12/2013,2,44
Carvajal,5/12/2013,3,47
Carvajal,5/12/2013,4,50
Carvajal,5/12/2013,5,51
Carvajal,5/12/2013,6,52
Carvajal,5/12/2013,7,52
Carvajal,5/12/2013,8,53
Carvajal,5/12/2013,9,0
Carvajal,5/12/2013,10,53
Carvajal,5/12/2013,11,53
Carvajal,5/12/2013,12,53
Carvajal,5/12/2013,13,52
Carvajal,5/12/2013,14,52
Carvajal,5/12/2013,15,52
Carvajal,5/12/2013,16,51
Carvajal,5/12/2013,17,50
Carvajal,5/12/2013,18,49
Carvajal,5/12/2013,19,46
Carvajal,5/12/2013,20,45
Carvajal,5/12/2013,21,43
Carvajal,5/12/2013,22,41
Carvajal,5/12/2013,23,40
Carvajal,5/12/2013,24,37
Carvajal,6/12/2013,1,34
Carvajal,6/12/2013,2,32
Carvajal,6/12/2013,3,30
Carvajal,6/12/2013,4,28
Carvajal,6/12/2013,5,26
Carvajal,6/12/2013,6,26
Carvajal,6/12/2013,7,26
Carvajal,6/12/2013,8,26
Carvajal,6/12/2013,9,27
Carvajal,6/12/2013,10,27
Carvajal,6/12/2013,11,29
Carvajal,6/12/2013,12,30
Carvajal,6/12/2013,13,31
Carvajal,6/12/2013,14,36
Carvajal,6/12/2013,15,38
Carvajal,6/12/2013,16,58
Carvajal,6/12/2013,17,47
Carvajal,6/12/2013,18,33
Carvajal,6/12/2013,19,33
Carvajal,6/12/2013,20,34
Carvajal,6/12/2013,21,34
Carvajal,6/12/2013,22,33
Carvajal,6/12/2013,23,33
Carvajal,6/12/2013,24,34
Carvajal,7/12/2013,1,37
Carvajal,7/12/2013,2,37
