SITE,DATE,HORA,PM10
Chico Lago,20/03/2014,12,54
Chico Lago,20/03/2014,13,32
Chico Lago,20/03/2014,14,75
Chico Lago,20/03/2014,15,59
Chico Lago,20/03/2014,16,58
Chico Lago,20/03/2014,17,57
Chico Lago,20/03/2014,18,56
Chico Lago,20/03/2014,19,56
Chico Lago,20/03/2014,20,56
Chico Lago,20/03/2014,21,55
Chico Lago,20/03/2014,22,54
Chico Lago,20/03/2014,23,54
Chico Lago,20/03/2014,24,54
Chico Lago,21/03/2014,1,54
Chico Lago,21/03/2014,2,55
Chico Lago,21/03/2014,3,55
Chico Lago,21/03/2014,4,56
Chico Lago,21/03/2014,5,56
Chico Lago,21/03/2014,6,56
Chico Lago,21/03/2014,7,57
Chico Lago,21/03/2014,8,57
Chico Lago,21/03/2014,9,57
Chico Lago,21/03/2014,10,57
Chico Lago,21/03/2014,11,57
Chico Lago,21/03/2014,12,56
Chico Lago,21/03/2014,13,55
Chico Lago,21/03/2014,14,75
Chico Lago,21/03/2014,15,93
Chico Lago,21/03/2014,16,89
Chico Lago,21/03/2014,17,85
Chico Lago,21/03/2014,18,83
Chico Lago,21/03/2014,19,74
Chico Lago,21/03/2014,20,57
Chico Lago,21/03/2014,21,58
Chico Lago,21/03/2014,22,58
Chico Lago,21/03/2014,23,58
Chico Lago,21/03/2014,24,59
Chico Lago,22/03/2014,1,59
Chico Lago,22/03/2014,2,58
Chico Lago,22/03/2014,3,58
Chico Lago,22/03/2014,4,58
Chico Lago,22/03/2014,5,58
Chico Lago,22/03/2014,6,57
Chico Lago,22/03/2014,7,57
Chico Lago,22/03/2014,8,56
Chico Lago,22/03/2014,9,55
Chico Lago,22/03/2014,10,54
Chico Lago,22/03/2014,11,54
Chico Lago,22/03/2014,12,55
Chico Lago,22/03/2014,13,58
Chico Lago,22/03/2014,14,79
Chico Lago,22/03/2014,15,90
Chico Lago,22/03/2014,16,94
Chico Lago,22/03/2014,17,97
Chico Lago,22/03/2014,18,84
Chico Lago,22/03/2014,19,52
Chico Lago,22/03/2014,20,33
Chico Lago,22/03/2014,21,54
Chico Lago,22/03/2014,22,54
Chico Lago,22/03/2014,23,54
Chico Lago,22/03/2014,24,55
Chico Lago,23/03/2014,1,56
Chico Lago,23/03/2014,2,57
Chico Lago,23/03/2014,3,57
Chico Lago,23/03/2014,4,58
Chico Lago,23/03/2014,5,57
Chico Lago,23/03/2014,6,57
Chico Lago,23/03/2014,7,58
Chico Lago,23/03/2014,8,58
Chico Lago,23/03/2014,9,58
Chico Lago,23/03/2014,10,58
Chico Lago,23/03/2014,11,58
Chico Lago,23/03/2014,12,58
Chico Lago,23/03/2014,13,58
Chico Lago,23/03/2014,14,69
Chico Lago,23/03/2014,15,38
Chico Lago,23/03/2014,16,39
Chico Lago,23/03/2014,17,85
Chico Lago,23/03/2014,18,56
Chico Lago,23/03/2014,19,70
Chico Lago,23/03/2014,20,72
Chico Lago,23/03/2014,21,36
Chico Lago,23/03/2014,22,55
Chico Lago,23/03/2014,23,55
Chico Lago,23/03/2014,24,55
Chico Lago,24/03/2014,1,53
Chico Lago,24/03/2014,2,52
Chico Lago,24/03/2014,3,51
Chico Lago,24/03/2014,4,50
Chico Lago,24/03/2014,5,50
Chico Lago,24/03/2014,6,50
Chico Lago,24/03/2014,7,50
Chico Lago,24/03/2014,8,51
Chico Lago,24/03/2014,9,51
Chico Lago,24/03/2014,10,51
Chico Lago,24/03/2014,11,51
Chico Lago,24/03/2014,12,51
Chico Lago,24/03/2014,13,51
Chico Lago,24/03/2014,14,51
Chico Lago,24/03/2014,15,51
Chico Lago,24/03/2014,16,51
Chico Lago,24/03/2014,17,50
Chico Lago,24/03/2014,18,49
Chico Lago,24/03/2014,19,49
Chico Lago,24/03/2014,20,52
Chico Lago,24/03/2014,21,48
Chico Lago,24/03/2014,22,47
Chico Lago,24/03/2014,23,45
Chico Lago,24/03/2014,24,44
Chico Lago,25/03/2014,1,43
Chico Lago,25/03/2014,2,43
Chico Lago,25/03/2014,3,42
Chico Lago,25/03/2014,4,42
Chico Lago,25/03/2014,5,42
Chico Lago,25/03/2014,6,42
Chico Lago,25/03/2014,7,43
Chico Lago,25/03/2014,8,42
Chico Lago,25/03/2014,9,42
Chico Lago,25/03/2014,10,43
Chico Lago,25/03/2014,11,43
Chico Lago,25/03/2014,12,43
Chico Lago,25/03/2014,13,50
Chico Lago,25/03/2014,14,58
Chico Lago,25/03/2014,15,60
Chico Lago,25/03/2014,16,45
Chico Lago,25/03/2014,17,89
Chico Lago,25/03/2014,18,74
Chico Lago,25/03/2014,19,70
Chico Lago,25/03/2014,20,59
Chico Lago,25/03/2014,21,54
Chico Lago,25/03/2014,22,56
Chico Lago,25/03/2014,23,57
Chico Lago,25/03/2014,24,58
Chico Lago,26/03/2014,1,59
Chico Lago,26/03/2014,2,59
Chico Lago,26/03/2014,3,59
Chico Lago,26/03/2014,4,59
Chico Lago,26/03/2014,5,60
Chico Lago,26/03/2014,6,60
Chico Lago,26/03/2014,7,60
Chico Lago,26/03/2014,8,60
Chico Lago,26/03/2014,9,60
Chico Lago,26/03/2014,10,37
Chico Lago,26/03/2014,11,37
Chico Lago,26/03/2014,12,37
Chico Lago,26/03/2014,13,37
Chico Lago,26/03/2014,14,89
Chico Lago,26/03/2014,15,38
Chico Lago,26/03/2014,16,112
Chico Lago,26/03/2014,17,96
Chico Lago,26/03/2014,18,77
Chico Lago,26/03/2014,19,38
Chico Lago,26/03/2014,20,37
Chico Lago,26/03/2014,21,60
Chico Lago,26/03/2014,22,59
Chico Lago,26/03/2014,23,59
Chico Lago,26/03/2014,24,58
Chico Lago,27/03/2014,1,58
Chico Lago,27/03/2014,2,59
Chico Lago,27/03/2014,3,60
Chico Lago,27/03/2014,4,37
Chico Lago,27/03/2014,5,38
Chico Lago,27/03/2014,6,38
Chico Lago,27/03/2014,7,38
Chico Lago,27/03/2014,8,39
Chico Lago,27/03/2014,9,39
Chico Lago,27/03/2014,10,39
Chico Lago,27/03/2014,11,39
Chico Lago,27/03/2014,12,39
Chico Lago,27/03/2014,13,40
Chico Lago,27/03/2014,14,39
Chico Lago,27/03/2014,15,74
Chico Lago,27/03/2014,16,97
Chico Lago,27/03/2014,17,112
Chico Lago,27/03/2014,18,105
Chico Lago,27/03/2014,19,82
Chico Lago,27/03/2014,20,70
Chico Lago,27/03/2014,21,32
Chico Lago,27/03/2014,22,33
Chico Lago,27/03/2014,23,36
Chico Lago,27/03/2014,24,70
Chico Lago,28/03/2014,1,72
Chico Lago,28/03/2014,2,73
Chico Lago,28/03/2014,3,75
Chico Lago,28/03/2014,4,76
Chico Lago,28/03/2014,5,78
Chico Lago,28/03/2014,6,79
Chico Lago,28/03/2014,7,81
Chico Lago,28/03/2014,8,82
Chico Lago,28/03/2014,9,83
Chico Lago,28/03/2014,10,83
Chico Lago,28/03/2014,11,84
Chico Lago,28/03/2014,12,84
Chico Lago,28/03/2014,13,84
Chico Lago,28/03/2014,14,91
Chico Lago,28/03/2014,15,102
Chico Lago,28/03/2014,16,111
Chico Lago,28/03/2014,17,119
Chico Lago,28/03/2014,18,108
Chico Lago,28/03/2014,19,86
Chico Lago,28/03/2014,20,87
Chico Lago,28/03/2014,21,87
Chico Lago,28/03/2014,22,87
Chico Lago,28/03/2014,23,86
Chico Lago,28/03/2014,24,85
Chico Lago,29/03/2014,1,83
Chico Lago,29/03/2014,2,82
Chico Lago,29/03/2014,3,80
Chico Lago,29/03/2014,4,77
Chico Lago,29/03/2014,5,75
Chico Lago,29/03/2014,6,74
Chico Lago,29/03/2014,7,73
Chico Lago,29/03/2014,8,71
Chico Lago,29/03/2014,9,70
Chico Lago,29/03/2014,10,70
Chico Lago,29/03/2014,11,70
Chico Lago,29/03/2014,12,70
Chico Lago,29/03/2014,13,69
Chico Lago,29/03/2014,14,73
Chico Lago,29/03/2014,15,86
Chico Lago,29/03/2014,16,76
Chico Lago,29/03/2014,17,33
Chico Lago,29/03/2014,18,40
Chico Lago,29/03/2014,19,38
Chico Lago,29/03/2014,20,37
Chico Lago,29/03/2014,21,60
Chico Lago,29/03/2014,22,59
Chico Lago,29/03/2014,23,58
Chico Lago,29/03/2014,24,57
Chico Lago,30/03/2014,1,56
Chico Lago,30/03/2014,2,55
Chico Lago,30/03/2014,3,54
Chico Lago,30/03/2014,4,54
Chico Lago,30/03/2014,5,54
Chico Lago,30/03/2014,6,53
Chico Lago,30/03/2014,7,53
Chico Lago,30/03/2014,8,52
Chico Lago,30/03/2014,9,53
Chico Lago,30/03/2014,10,52
Chico Lago,30/03/2014,11,52
Chico Lago,30/03/2014,12,52
Chico Lago,30/03/2014,13,56
Chico Lago,30/03/2014,14,39
Chico Lago,30/03/2014,15,38
Chico Lago,30/03/2014,16,34
Chico Lago,30/03/2014,17,39
Chico Lago,30/03/2014,18,59
Chico Lago,30/03/2014,19,56
Chico Lago,30/03/2014,20,52
Chico Lago,30/03/2014,21,53
Chico Lago,30/03/2014,22,53
Chico Lago,30/03/2014,23,54
Chico Lago,30/03/2014,24,54
Chico Lago,31/03/2014,1,55
Chico Lago,31/03/2014,2,57
Chico Lago,31/03/2014,3,58
Chico Lago,31/03/2014,4,59
Chico Lago,31/03/2014,5,59
Chico Lago,31/03/2014,6,60
Chico Lago,31/03/2014,7,60
Chico Lago,31/03/2014,8,60
Chico Lago,31/03/2014,9,60
Chico Lago,31/03/2014,10,37
Chico Lago,31/03/2014,11,37
Chico Lago,31/03/2014,12,38
Chico Lago,31/03/2014,13,37
Chico Lago,31/03/2014,14,77
Chico Lago,31/03/2014,15,82
Chico Lago,31/03/2014,16,70
Chico Lago,31/03/2014,17,39
Chico Lago,31/03/2014,18,39
Chico Lago,31/03/2014,19,39
Chico Lago,31/03/2014,20,38
Chico Lago,31/03/2014,21,38
Chico Lago,31/03/2014,22,38
Chico Lago,31/03/2014,23,38
Chico Lago,31/03/2014,24,38
Chico Lago,1/04/2014,1,37
Chico Lago,1/04/2014,2,37
Chico Lago,1/04/2014,3,37
Chico Lago,1/04/2014,4,60
Chico Lago,1/04/2014,5,60
Chico Lago,1/04/2014,6,60
Chico Lago,1/04/2014,7,60
Chico Lago,1/04/2014,8,60
Chico Lago,1/04/2014,9,59
Chico Lago,1/04/2014,10,59
Chico Lago,1/04/2014,11,59
Chico Lago,1/04/2014,12,60
Chico Lago,1/04/2014,13,37
Chico Lago,1/04/2014,14,76
Chico Lago,1/04/2014,15,70
Chico Lago,1/04/2014,16,37
Chico Lago,1/04/2014,17,37
Chico Lago,1/04/2014,18,37
Chico Lago,1/04/2014,19,60
Chico Lago,1/04/2014,20,70
Chico Lago,1/04/2014,21,60
Chico Lago,1/04/2014,22,60
Chico Lago,1/04/2014,23,37
Chico Lago,1/04/2014,24,37
Chico Lago,2/04/2014,1,37
Chico Lago,2/04/2014,2,37
Chico Lago,2/04/2014,3,37
Chico Lago,2/04/2014,4,38
Chico Lago,2/04/2014,5,38
Chico Lago,2/04/2014,6,39
Chico Lago,2/04/2014,7,39
Chico Lago,2/04/2014,8,40
Chico Lago,2/04/2014,9,40
Chico Lago,2/04/2014,10,40
Chico Lago,2/04/2014,11,40
Chico Lago,2/04/2014,12,39
Chico Lago,2/04/2014,13,38
Chico Lago,2/04/2014,14,37
Chico Lago,2/04/2014,15,34
Chico Lago,2/04/2014,16,79
Chico Lago,2/04/2014,17,84
Chico Lago,2/04/2014,18,79
Chico Lago,2/04/2014,19,39
Chico Lago,2/04/2014,20,39
Chico Lago,2/04/2014,21,40
Chico Lago,2/04/2014,22,40
Chico Lago,2/04/2014,23,40
Chico Lago,2/04/2014,24,32
Chico Lago,3/04/2014,1,32
Chico Lago,3/04/2014,2,32
Chico Lago,3/04/2014,3,32
Chico Lago,3/04/2014,4,32
Chico Lago,3/04/2014,5,40
Chico Lago,3/04/2014,6,40
Chico Lago,3/04/2014,7,32
Chico Lago,3/04/2014,8,40
Chico Lago,3/04/2014,9,40
Chico Lago,3/04/2014,10,32
Chico Lago,3/04/2014,11,32
Chico Lago,3/04/2014,12,32
Chico Lago,3/04/2014,13,33
Chico Lago,3/04/2014,14,33
Chico Lago,3/04/2014,15,33
Chico Lago,3/04/2014,16,72
Chico Lago,3/04/2014,17,72
Chico Lago,3/04/2014,18,32
Chico Lago,3/04/2014,19,40
Chico Lago,3/04/2014,20,40
Chico Lago,3/04/2014,21,39
Chico Lago,3/04/2014,22,39
Chico Lago,3/04/2014,23,38
Chico Lago,3/04/2014,24,37
Chico Lago,4/04/2014,1,59
Chico Lago,4/04/2014,2,59
Chico Lago,4/04/2014,3,58
Chico Lago,4/04/2014,4,57
Chico Lago,4/04/2014,5,56
Chico Lago,4/04/2014,6,55
Chico Lago,4/04/2014,7,54
Chico Lago,4/04/2014,8,55
Chico Lago,4/04/2014,9,54
Chico Lago,4/04/2014,10,53
Chico Lago,4/04/2014,11,53
Chico Lago,4/04/2014,12,53
Chico Lago,4/04/2014,13,69
Chico Lago,4/04/2014,14,84
Chico Lago,4/04/2014,15,83
Chico Lago,4/04/2014,16,83
Chico Lago,4/04/2014,17,80
Chico Lago,4/04/2014,18,40
Chico Lago,4/04/2014,19,53
Chico Lago,4/04/2014,20,52
Chico Lago,4/04/2014,21,52
Chico Lago,4/04/2014,22,52
Chico Lago,4/04/2014,23,52
Chico Lago,4/04/2014,24,52
Chico Lago,5/04/2014,1,52
Chico Lago,5/04/2014,2,52
Chico Lago,5/04/2014,3,52
Chico Lago,5/04/2014,4,52
Chico Lago,5/04/2014,5,52
Chico Lago,5/04/2014,6,52
Chico Lago,5/04/2014,7,52
Chico Lago,5/04/2014,8,51
Chico Lago,5/04/2014,9,51
Chico Lago,5/04/2014,10,51
Chico Lago,5/04/2014,11,50
Chico Lago,5/04/2014,12,50
Chico Lago,5/04/2014,13,49
Chico Lago,5/04/2014,14,48
Chico Lago,5/04/2014,15,46
Chico Lago,5/04/2014,16,45
Chico Lago,5/04/2014,17,44
Chico Lago,5/04/2014,18,43
Chico Lago,5/04/2014,19,43
Chico Lago,5/04/2014,20,43
Chico Lago,5/04/2014,21,44
Chico Lago,5/04/2014,22,44
Chico Lago,5/04/2014,23,44
Chico Lago,5/04/2014,24,43
Chico Lago,6/04/2014,1,42
Chico Lago,6/04/2014,2,41
Chico Lago,6/04/2014,3,39
Chico Lago,6/04/2014,4,37
Chico Lago,6/04/2014,5,36
Chico Lago,6/04/2014,6,37
Chico Lago,6/04/2014,7,37
Chico Lago,6/04/2014,8,38
Chico Lago,6/04/2014,9,38
Chico Lago,6/04/2014,10,37
Chico Lago,6/04/2014,11,36
Chico Lago,6/04/2014,12,35
Chico Lago,6/04/2014,13,41
Chico Lago,6/04/2014,14,51
Chico Lago,6/04/2014,15,50
Chico Lago,6/04/2014,16,50
Chico Lago,6/04/2014,17,34
Chico Lago,6/04/2014,18,47
Chico Lago,6/04/2014,19,41
Chico Lago,6/04/2014,20,35
Chico Lago,6/04/2014,21,35
Chico Lago,6/04/2014,22,35
Chico Lago,6/04/2014,23,36
Chico Lago,6/04/2014,24,37
Chico Lago,7/04/2014,1,39
Chico Lago,7/04/2014,2,40
Chico Lago,7/04/2014,3,41
Chico Lago,7/04/2014,4,42
Chico Lago,7/04/2014,5,44
Chico Lago,7/04/2014,6,45
Chico Lago,7/04/2014,7,45
Chico Lago,7/04/2014,8,46
Chico Lago,7/04/2014,9,47
Chico Lago,7/04/2014,10,48
Chico Lago,7/04/2014,11,49
Chico Lago,7/04/2014,12,51
Chico Lago,7/04/2014,13,60
Chico Lago,7/04/2014,14,0
Chico Lago,7/04/2014,15,105
Chico Lago,7/04/2014,16,95
Chico Lago,7/04/2014,17,93
Chico Lago,7/04/2014,18,40
Chico Lago,7/04/2014,19,54
Chico Lago,7/04/2014,20,54
Chico Lago,7/04/2014,21,54
Chico Lago,7/04/2014,22,54
Chico Lago,7/04/2014,23,55
Chico Lago,7/04/2014,24,54
Chico Lago,8/04/2014,1,54
Chico Lago,8/04/2014,2,54
Chico Lago,8/04/2014,3,54
Chico Lago,8/04/2014,4,54
Chico Lago,8/04/2014,5,54
Chico Lago,8/04/2014,6,54
Chico Lago,8/04/2014,7,55
Chico Lago,8/04/2014,8,54
Chico Lago,8/04/2014,9,54
Chico Lago,8/04/2014,10,54
Chico Lago,8/04/2014,11,54
Chico Lago,8/04/2014,12,53
Chico Lago,8/04/2014,13,58
Chico Lago,8/04/2014,14,71
Chico Lago,8/04/2014,15,100
Chico Lago,8/04/2014,16,105
Chico Lago,8/04/2014,17,52
Chico Lago,8/04/2014,18,52
Chico Lago,8/04/2014,19,51
Chico Lago,8/04/2014,20,53
Chico Lago,8/04/2014,21,52
Chico Lago,8/04/2014,22,52
Chico Lago,8/04/2014,23,51
Chico Lago,8/04/2014,24,51
Chico Lago,9/04/2014,1,51
Chico Lago,9/04/2014,2,51
Chico Lago,9/04/2014,3,51
Chico Lago,9/04/2014,4,51
Chico Lago,9/04/2014,5,51
Chico Lago,9/04/2014,6,51
Chico Lago,9/04/2014,7,50
Chico Lago,9/04/2014,8,50
Chico Lago,9/04/2014,9,50
Chico Lago,9/04/2014,10,50
Chico Lago,9/04/2014,11,49
Chico Lago,9/04/2014,12,49
Chico Lago,9/04/2014,13,70
Chico Lago,9/04/2014,14,94
Chico Lago,9/04/2014,15,108
Chico Lago,9/04/2014,16,57
Chico Lago,9/04/2014,17,48
Chico Lago,9/04/2014,18,53
Chico Lago,9/04/2014,19,48
Chico Lago,9/04/2014,20,49
Chico Lago,9/04/2014,21,49
Chico Lago,9/04/2014,22,48
Chico Lago,9/04/2014,23,49
Chico Lago,9/04/2014,24,49
Chico Lago,10/04/2014,1,50
Chico Lago,10/04/2014,2,50
Chico Lago,10/04/2014,3,50
Chico Lago,10/04/2014,4,50
Chico Lago,10/04/2014,5,50
Chico Lago,10/04/2014,6,50
Chico Lago,10/04/2014,7,50
Chico Lago,10/04/2014,8,50
Chico Lago,10/04/2014,9,51
Chico Lago,10/04/2014,10,51
Chico Lago,10/04/2014,11,52
Chico Lago,10/04/2014,12,52
Chico Lago,10/04/2014,13,53
Chico Lago,10/04/2014,14,53
Chico Lago,10/04/2014,15,54
Chico Lago,10/04/2014,16,53
Chico Lago,10/04/2014,17,53
Chico Lago,10/04/2014,18,54
Chico Lago,10/04/2014,19,54
Chico Lago,10/04/2014,20,53
Chico Lago,10/04/2014,21,53
Chico Lago,10/04/2014,22,53
Chico Lago,10/04/2014,23,54
Chico Lago,10/04/2014,24,54
Chico Lago,11/04/2014,1,54
Chico Lago,11/04/2014,2,54
Chico Lago,11/04/2014,3,55
Chico Lago,11/04/2014,4,55
Chico Lago,11/04/2014,5,55
Chico Lago,11/04/2014,6,55
Chico Lago,11/04/2014,7,55
Chico Lago,11/04/2014,8,55
Chico Lago,11/04/2014,9,55
Chico Lago,11/04/2014,10,55
Chico Lago,11/04/2014,11,55
Chico Lago,11/04/2014,12,55
Chico Lago,11/04/2014,13,71
Chico Lago,11/04/2014,14,79
Chico Lago,11/04/2014,15,69
Chico Lago,11/04/2014,16,54
Chico Lago,11/04/2014,17,54
Chico Lago,11/04/2014,18,54
Chico Lago,11/04/2014,19,53
Chico Lago,11/04/2014,20,53
Chico Lago,11/04/2014,21,53
Chico Lago,11/04/2014,22,54
Chico Lago,11/04/2014,23,53
Chico Lago,11/04/2014,24,53
Chico Lago,12/04/2014,1,53
Chico Lago,12/04/2014,2,52
Chico Lago,12/04/2014,3,51
Chico Lago,12/04/2014,4,51
Chico Lago,12/04/2014,5,50
Chico Lago,12/04/2014,6,48
Chico Lago,12/04/2014,7,46
Chico Lago,12/04/2014,8,45
Chico Lago,12/04/2014,9,43
Chico Lago,12/04/2014,10,42
Chico Lago,12/04/2014,11,41
Chico Lago,12/04/2014,12,40
Chico Lago,12/04/2014,13,45
Chico Lago,12/04/2014,14,33
Chico Lago,12/04/2014,15,44
Chico Lago,12/04/2014,16,39
Chico Lago,12/04/2014,17,39
Chico Lago,12/04/2014,18,38
Chico Lago,12/04/2014,19,38
Chico Lago,12/04/2014,20,38
Chico Lago,12/04/2014,21,38
Chico Lago,12/04/2014,22,36
Chico Lago,12/04/2014,23,36
Chico Lago,12/04/2014,24,35
Chico Lago,13/04/2014,1,35
Chico Lago,13/04/2014,2,36
Chico Lago,13/04/2014,3,37
Chico Lago,13/04/2014,4,38
Chico Lago,13/04/2014,5,39
Chico Lago,13/04/2014,6,40
Chico Lago,13/04/2014,7,41
Chico Lago,13/04/2014,8,42
Chico Lago,13/04/2014,9,43
Chico Lago,13/04/2014,10,44
Chico Lago,13/04/2014,11,45
Chico Lago,13/04/2014,12,45
Chico Lago,13/04/2014,13,45
Chico Lago,13/04/2014,14,81
Chico Lago,13/04/2014,15,37
Chico Lago,13/04/2014,16,47
Chico Lago,13/04/2014,17,47
Chico Lago,13/04/2014,18,48
Chico Lago,13/04/2014,19,49
Chico Lago,13/04/2014,20,50
Chico Lago,13/04/2014,21,50
Chico Lago,13/04/2014,22,51
Chico Lago,13/04/2014,23,52
Chico Lago,13/04/2014,24,52
Chico Lago,14/04/2014,1,53
Chico Lago,14/04/2014,2,53
Chico Lago,14/04/2014,3,54
Chico Lago,14/04/2014,4,54
Chico Lago,14/04/2014,5,54
Chico Lago,14/04/2014,6,55
Chico Lago,14/04/2014,7,55
Chico Lago,14/04/2014,8,56
Chico Lago,14/04/2014,9,56
Chico Lago,14/04/2014,10,56
Chico Lago,14/04/2014,11,57
Chico Lago,14/04/2014,12,57
Chico Lago,14/04/2014,13,58
Chico Lago,14/04/2014,14,58
Chico Lago,14/04/2014,15,38
Chico Lago,14/04/2014,16,58
Chico Lago,14/04/2014,17,58
Chico Lago,14/04/2014,18,58
Chico Lago,14/04/2014,19,58
Chico Lago,14/04/2014,20,58
Chico Lago,14/04/2014,21,57
Chico Lago,14/04/2014,22,57
Chico Lago,14/04/2014,23,56
Chico Lago,14/04/2014,24,55
Chico Lago,15/04/2014,1,54
Chico Lago,15/04/2014,2,54
Chico Lago,15/04/2014,3,53
Chico Lago,15/04/2014,4,53
Chico Lago,15/04/2014,5,52
Chico Lago,15/04/2014,6,52
Chico Lago,15/04/2014,7,51
Chico Lago,15/04/2014,8,51
Chico Lago,15/04/2014,9,50
Chico Lago,15/04/2014,10,50
Chico Lago,15/04/2014,11,49
Chico Lago,15/04/2014,12,48
Chico Lago,15/04/2014,13,49
Chico Lago,15/04/2014,14,79
Chico Lago,15/04/2014,15,101
Chico Lago,15/04/2014,16,0
Chico Lago,15/04/2014,17,0
Chico Lago,15/04/2014,18,0
Chico Lago,15/04/2014,19,0
Chico Lago,15/04/2014,20,0
Chico Lago,15/04/2014,21,0
Chico Lago,15/04/2014,22,0
Chico Lago,15/04/2014,23,0
Chico Lago,15/04/2014,24,0
Chico Lago,16/04/2014,1,0
Chico Lago,16/04/2014,2,0
Chico Lago,16/04/2014,3,0
Chico Lago,16/04/2014,4,0
Chico Lago,16/04/2014,5,0
Chico Lago,16/04/2014,6,0
Chico Lago,16/04/2014,7,0
Chico Lago,16/04/2014,8,0
Chico Lago,16/04/2014,9,0
Chico Lago,16/04/2014,10,0
Chico Lago,16/04/2014,11,0
Chico Lago,16/04/2014,12,46
Chico Lago,16/04/2014,13,45
Chico Lago,16/04/2014,14,54
Chico Lago,16/04/2014,15,34
Chico Lago,16/04/2014,16,38
Chico Lago,16/04/2014,17,44
Chico Lago,16/04/2014,18,54
Chico Lago,16/04/2014,19,49
Chico Lago,16/04/2014,20,44
Chico Lago,16/04/2014,21,44
Chico Lago,16/04/2014,22,44
Chico Lago,16/04/2014,23,44
Chico Lago,16/04/2014,24,44
Chico Lago,17/04/2014,1,45
Chico Lago,17/04/2014,2,45
Chico Lago,17/04/2014,3,45
Chico Lago,17/04/2014,4,44
Chico Lago,17/04/2014,5,44
Chico Lago,17/04/2014,6,44
Chico Lago,17/04/2014,7,44
Chico Lago,17/04/2014,8,45
Chico Lago,17/04/2014,9,46
Chico Lago,17/04/2014,10,48
Chico Lago,17/04/2014,11,48
Chico Lago,17/04/2014,12,49
Chico Lago,17/04/2014,13,49
Chico Lago,17/04/2014,14,38
Chico Lago,17/04/2014,15,70
Chico Lago,17/04/2014,16,49
Chico Lago,17/04/2014,17,49
Chico Lago,17/04/2014,18,49
Chico Lago,17/04/2014,19,48
Chico Lago,17/04/2014,20,48
Chico Lago,17/04/2014,21,49
Chico Lago,17/04/2014,22,50
Chico Lago,17/04/2014,23,51
Chico Lago,17/04/2014,24,51
Chico Lago,18/04/2014,1,52
Chico Lago,18/04/2014,2,52
Chico Lago,18/04/2014,3,53
Chico Lago,18/04/2014,4,53
Chico Lago,18/04/2014,5,53
Chico Lago,18/04/2014,6,53
Chico Lago,18/04/2014,7,53
Chico Lago,18/04/2014,8,54
Chico Lago,18/04/2014,9,54
Chico Lago,18/04/2014,10,54
Chico Lago,18/04/2014,11,55
Chico Lago,18/04/2014,12,55
Chico Lago,18/04/2014,13,55
Chico Lago,18/04/2014,14,55
Chico Lago,18/04/2014,15,56
Chico Lago,18/04/2014,16,56
Chico Lago,18/04/2014,17,56
Chico Lago,18/04/2014,18,56
Chico Lago,18/04/2014,19,56
Chico Lago,18/04/2014,20,56
Chico Lago,18/04/2014,21,56
Chico Lago,18/04/2014,22,55
Chico Lago,18/04/2014,23,55
Chico Lago,18/04/2014,24,55
Chico Lago,19/04/2014,1,54
Chico Lago,19/04/2014,2,54
Chico Lago,19/04/2014,3,54
Chico Lago,19/04/2014,4,54
Chico Lago,19/04/2014,5,54
Chico Lago,19/04/2014,6,54
Chico Lago,19/04/2014,7,54
Chico Lago,19/04/2014,8,55
Chico Lago,19/04/2014,9,55
Chico Lago,19/04/2014,10,55
Chico Lago,19/04/2014,11,55
Chico Lago,19/04/2014,12,55
Chico Lago,19/04/2014,13,54
Chico Lago,19/04/2014,14,54
Chico Lago,19/04/2014,15,53
Chico Lago,19/04/2014,16,53
Chico Lago,19/04/2014,17,54
Chico Lago,19/04/2014,18,53
Chico Lago,19/04/2014,19,53
Chico Lago,19/04/2014,20,53
Chico Lago,19/04/2014,21,53
Chico Lago,19/04/2014,22,53
Chico Lago,19/04/2014,23,53
Chico Lago,19/04/2014,24,52
Chico Lago,20/04/2014,1,52
Chico Lago,20/04/2014,2,52
Chico Lago,20/04/2014,3,52
Chico Lago,20/04/2014,4,51
Chico Lago,20/04/2014,5,51
Chico Lago,20/04/2014,6,50
Chico Lago,20/04/2014,7,49
Chico Lago,20/04/2014,8,48
Chico Lago,20/04/2014,9,47
Chico Lago,20/04/2014,10,47
Chico Lago,20/04/2014,11,47
Chico Lago,20/04/2014,12,49
Chico Lago,20/04/2014,13,49
Chico Lago,20/04/2014,14,52
Chico Lago,20/04/2014,15,52
Chico Lago,20/04/2014,16,50
Chico Lago,20/04/2014,17,49
Chico Lago,20/04/2014,18,49
Chico Lago,20/04/2014,19,49
Chico Lago,20/04/2014,20,49
Chico Lago,20/04/2014,21,49
Chico Lago,20/04/2014,22,50
Chico Lago,20/04/2014,23,50
Chico Lago,20/04/2014,24,50
Chico Lago,21/04/2014,1,50
Chico Lago,21/04/2014,2,50
Chico Lago,21/04/2014,3,51
Chico Lago,21/04/2014,4,51
Chico Lago,21/04/2014,5,52
Chico Lago,21/04/2014,6,52
Chico Lago,21/04/2014,7,52
Chico Lago,21/04/2014,8,52
Chico Lago,21/04/2014,9,52
Chico Lago,21/04/2014,10,51
Chico Lago,21/04/2014,11,52
Chico Lago,21/04/2014,12,51
Chico Lago,21/04/2014,13,51
Chico Lago,21/04/2014,14,51
Chico Lago,21/04/2014,15,54
Chico Lago,21/04/2014,16,51
Chico Lago,21/04/2014,17,57
Chico Lago,21/04/2014,18,51
Chico Lago,21/04/2014,19,51
